Quote on 1/29/25 17:53:43

Bullish
Symbol,Last,Net Chng,ATR,BreakD,Phae-D,BreakWk,Phae-W,BreakM,Phae-M
SYNA,87.87,+7.34,3.78,$|1.77|-4.51|-6.45|-6.28|-8.22,A Bull|H2 Green 2u(G),$|2.86|-0.77|-2.70|-3.62|-5.56,A Bull|H5 Green 3,!|0|0|0|-3.18|-5.12,A Bull|H2 Green 2u
TBBB,31.30,+1.09,1.17,!|0|0|0|0.13|-0.56,A Bull|H1 Bu Rev 3-2u,$|0.26|-0.14|-0.83|-0.40|-1.09,A Bull|C Bu Rev 1-2-2,?|4.12|3.45|2.76|-0.67|-1.36,A Bull|F Bu Rev 2-1-2
TGTX,33.37,-.08,1.65,!|0|0|0|0.10|-0.57,A Bull|H2 Green 2u,!|0|0|0|-2.10|-2.77,A Bull|H2 Green 2u,?|2.79|2.11|1.44|-0.68|-1.35,A Bull|H0 Bu Rev 50%
TMCI,10.42,+.965,0.57,$|0.27|-0.46|-0.76|-0.73|-1.03,A Bull|E Bu Rev 3-1-2,!|0|0|0|-0.68|-0.98,A Bull|H2 Green 2u,!|0|0|0|-1.59|-1.89,A Bull|H2 Green 2u
TPR,74.39,+.60,1.9,!|0|0|0|-0.39|-1.52,A Bull|H2 Green 2u(G),?|1.95|1.39|0.26|-0.56|-1.69,A Bull|H0 Bu Rev 50%,!|0|0|0|-7.92|-9.31,A Bull|H2 Green 2u
TPX,62.03,+1.41,1.44,loading,A Bull|H2 Green 2u(G),$|1.15|-0.43|-1.27|-1.58|-2.42,A Bull|H5 Green 3,$|1.95|-3.91|-4.75|-5.87|-6.70,A Bull|H5 Green 3
TWI,8.80,+.34,0.38,$|0.01|-0.24|-0.36|-0.25|-0.37,A Bull|H1 Bu Rev 1-2u,!|0|0|0|-0.44|-0.56,A Bull|H2 Green 2u,?|1.38|0.58|0.47|-0.80|-0.92,A Bull|H0 Bu Rev 50%
UBS,35.65,-.07,0.54,$|0.04|0.15|-0.04|0.11|-0.08,A Bull|H1 Bu Rev 1-2u,!|0|0|0|-0.23|-0.42,A Bull|H2 Green 2u,$|0.24|-2.31|-2.50|-2.55|-2.74,A Bull|G Bu Rev 2-2
UMBF,122.56,+.94,3.42,$|1.37|-0.21|-1.43|-1.58|-2.80,A Bull|H5 Green 3,$|1.54|-0.15|-1.37|-1.69|-2.91,A Bull|H5 Green 3,?|8.71|6.24|5.02|-2.47|-3.69,A Bull|H0 Bu Rev 50%
UNM,77.30,+1.34,1.22,!|0|0|0|-0.72|-1.07,A Bull|H2 Green 2u,$|0.73|-1.04|-1.39|-1.77|-2.11,A Bull|H5 Green 3,$|0.46|0.33|-0.02|-0.13|-0.48,A Bull|H1 Bu Rev 1-2u
USFD,71.53,+.65,1.23,!|0|0|0|-0.52|-0.71,A Bull|H2 Green 2u,!|0|0|0|-1.58|-1.77,A Bull|H2 Green 2u,?|3.23|1.31|1.12|-1.92|-2.11,A Bull|H0 Bu Rev 50%
VIK,50.27,+1.21,1.69,$|0.28|-0.88|-0.91|-1.15|-1.19,A Bull|G Bu Rev 2-2,$|1.60|-0.36|-0.40|-1.96|-2.00,A Bull|H5 Green 3,$|2.02|-3.27|-3.31|-5.29|-5.33,A Bull|H5 Green 3
VNET,7.42,+.24,0.52,!|0|0|0|-0.23|-0.95,A Bull|H2 Green 2u(G),!|0|0|0|-0.24|-0.96,A Bull|H2 Green 2u,!|0|0|0|-2.34|-3.06,A Bull|H2 Green 2u
WAY,40.69,-.02,1.34,!|0|0|0|0.03|-0.47,A Bull|H2 Green 2u,!|0|0|0|-0.49|-0.99,A Bull|H2 Green 2u,!|0|0|0|-2.34|-2.84,A Bull|H2 Green 2u
WFC,78.37,+.49,1.51,!|0|0|0|-0.22|-0.83,A Bull|H2 Green 2u,!|0|0|0|-0.07|-0.68,A Bull|H2 Green 2u,$|1.18|-0.24|-0.85|-1.42|-2.03,A Bull|H1 Bu Rev 1-2u
WMT,97.50,+.21,1.55,!|0|0|0|0.34|-0.33,A Bull|H2 Green 2u,!|0|0|0|-2.49|-3.16,A Bull|H2 Green 2u(G),!|0|0|0|-1.32|-1.99,A Bull|H2 Green 2u
WSM,216.70,+2.00,5.3,!|0|0|0|-1.70|-2.64,A Bull|H2 Green 2u(G),!|0|0|0|-2.28|-3.22,A Bull|H2 Green 2u,!|0|0|0|-17.28|-18.22,A Bull|H2 Green 2u
XIACF,5.17,+.06,0.24,!|0|0|0|-0.06|-0.19,A Bull|H2 Green 2u,!|0|0|0|-0.38|-0.51,A Bull|H2 Green 2u(G),!|0|0|0|-0.39|-0.52,A Bull|H2 Green 2u
XP,13.31,+.01,0.47,!|0|0|0|0.07|-0.01,A Bull|H2 Green 2u,!|0|0|0|-0.44|-0.52,A Bull|H1 Bu Rev 3-2u,?|0.87|0.12|0.04|-0.76|-0.84,A Bull|H0 Bu Rev 50%
ZUO,10.02,0,0.03,?|0|0|0|0.00|-0.01,A Bull|H3 Green 2d,!|0|0|0|-0.03|-0.04,A Bull|H2 Green 2u,!|0|0|0|-0.02|-0.03,A Bull|H2 Green 2u
